TIC ID;;;;;;;;;;;
101955023;;;;;;;;;;;
360630575;;;;;;;;;;;
7059054;;;;;;;;;;;
413753029;;;;;;;;;;;
437444661;;;;;;;;;;;
49040478;;;;;;;;;;;
115010361;;;;;;;;;;;
365007485;;;;;;;;;;;
292202337;;;;;;;;;;;
323687123;;;;;;;;;;;
49592509;;;;;;;;;;;
399155300;;;;;;;;;;;
437704321;;;;;;;;;;;
425206121;;;;;;;;;;;
27534138;;;;;;;;;;;
77156829;;;;;;;;;;;
410153553;;;;;;;;;;;
369327947;;;;;;;;;;;
181804752;;;;;;;;;;;
230741378;;;;;;;;;;;
79748331;;;;;;;;;;;
231702397;;;;;;;;;;;
62483237;;;;;;;;;;;
235683377;;;;;;;;;;;
284441182;;;;;;;;;;;
353475866;;;;;;;;;;;
229742722;;;;;;;;;;;
389900760;;;;;;;;;;;
336128819;;;;;;;;;;;
439867639;;;;;;;;;;;
439456714;;;;;;;;;;;
428699140;;;;;;;;;;;
166184428;;;;;;;;;;;
126606859;;;;;;;;;;;
271169413;;;;;;;;;;;
37770169;;;;;;;;;;;
200322593;;;;;;;;;;;
148673433;;;;;;;;;;;
328081248;;;;;;;;;;;
466382581;;;;;;;;;;;
286201103;;;;;;;;;;;
18318288;;;;;;;;;;;
296739893;;;;;;;;;;;
151825527;;;;;;;;;;;
150428135;;;;;;;;;;;
150151262;;;;;;;;;;;
277634430;;;;;;;;;;;
429358906;;;;;;;;;;;
362249359;;;;;;;;;;;
460205581;;;;;;;;;;;
261257684;;;;;;;;;;;
407126408;;;;;;;;;;;
146520535;;;;;;;;;;;